胴,あかねこ服スーツ,1,1,7,0,20,0,0,0,0,0,底力-15:食事-10,0,赤ねこの記憶・温×15:赤ねこの記憶・寒×15:マンドラゴラ×2,7,3,
胴,あかねこ服Ｆスーツ,1,1,7,0,92,2,0,0,0,0,釣り+2:盗み無効+2:脱臭+2:体術+2:強肩+2,2,あかねこ服スーツLv7:清浄のコイン×5,7,3,
胴,きんねこ服スーツ,1,1,7,0,47,2,2,2,2,2,審判-1:地図+2:盗み無効+2:爆弾強化+3:剥ぎ取り+2,3,MHF きんねこ服:ぎんねこ服キット:きんねこ生産券胴×1,7,3,
胴,きんねこ服Ｆベスト,1,0,7,0,98,2,2,2,2,2,審判-1:斬れ味+2:高速収集+2:スタミナ+2:剥ぎ取り+2,3,きんねこ服スーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1,7,3,
胴,きんねこ服Ｆスーツ,0,1,7,0,81,2,2,2,2,2,審判-1:高速収集+2:装填数+2:精密射撃+2:剥ぎ取り+2,3,きんねこ服スーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1,7,3,
胴,ぎんねこ服スーツ,1,1,7,0,47,2,2,2,2,2,運搬+2:攻撃+3:千里眼+3:広域+2,3,MHF きんねこ服:ぎんねこ服キット:ぎんねこ生産券胴×1,7,3,
胴,ぎんねこ服Ｆベスト,1,0,7,0,98,2,2,2,2,2,攻撃+5:千里眼+3:聴覚保護+3:特殊攻撃+2,3,ぎんねこ服スーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1,7,3,
胴,ぎんねこ服Ｆスーツ,0,1,7,0,81,2,2,2,2,2,攻撃+5:千里眼+3:聴覚保護+3:反動+2,3,ぎんねこ服スーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1,7,3,
胴,くろねこ服スーツ,1,1,7,0,22,4,4,4,4,4,爆弾強化+3:盗み無効+2,3,ゲームパッド特典,7,3,
胴,しろねこ服スーツ,1,1,7,0,42,4,4,4,4,4,地図+2:爆弾強化+3,3,MHF:しろねこ服キット:白猫生産券・胴×1,7,3,
胴,しろねこ服Ｆスーツ,1,1,7,0,67,4,4,4,4,4,審判+2:全耐性UP+4:地図+2:爆弾強化+3:麻痺+4,3,しろねこ服スーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1,7,3,
胴,アイオラメイル,1,0,7,224000,73,0,0,0,0,0,銃槍技+2:砲術師+2:ガード性能+3:槍技-2,1,ガンランス魂・天×5:ガンランス魂・極×10:ガンランス魂・中×15:ガンランス魂・序×20:,7,3,
胴,アイオラＦメイル,1,0,7,560000,101,1,1,1,1,1,銃槍技+4:砲術師+3:ガード性能+4:研ぎ師+4:槍技-2,2,アイオラメイルLv7:ガンランス魂・中×15:ガンランス魂・極×5:黒狼鳥の紫翼×1:,7,3,
胴,アイオラＦＸメイル,1,0,7,1400000,144,2,2,2,2,2,銃槍技+6:砲術師+4:ガード性能+5:研ぎ師+5:達人+4,3,アイオラＦメイルLv7:ガンランス魂・極×20:ガンランス魂・天×5:盾蟹の絶爪×1:,7,3,
胴,アエトスレジスト,0,1,7,0,57,1,1,1,1,1,通常弾強化+3:特殊攻撃+4:装填数+3,1,MHFターボパック:ＴＰ生産券・２×5,7,3,
胴,アエトスＦレジスト,0,1,7,0,86,1,1,1,1,1,調合成功率+3:通常弾強化+3:特殊攻撃+4:回避性能+3:装填数+3,3,アエトスレジストLv7:ゴム質の皮×1:ＴＰ生産券・２×5:棘竜の上鱗×1,7,3,
胴,アオノコスーツ,0,1,7,0,57,1,1,1,1,1,砲術師+3:装填数+3:毒+3:反動+3,1,アオノコ生産券胴×1,7,3,
胴,アオノコＦスーツ,0,1,7,0,86,1,1,1,1,1,砲術師+5:装填数+3:毒+5:溜め短縮+4:反動+5,3,アオノコスーツLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1:,7,3,
胴,アオノコベスト,1,0,7,0,82,1,1,1,1,1,回避性能+3:匠+2:毒+3:食事+3,1,アオノコ生産券胴×1,7,3,
胴,アオノコＦベスト,1,0,7,0,123,1,1,1,1,1,回避性能+5:匠+3:毒+5:斬れ味+4:食事+5,3,アオノコベストLv7:ゴム質の皮×1:ブヨブヨした皮×1:棘竜の上鱗×1:,7,3,
胴,アカムトウルンテ,1,0,7,155999,176,2,3,-1,-4,4,達人+3:匠+2:聴覚保護+3:効果持続-4,2,覇竜の上鱗×4:覇竜の堅殻×4:火竜の延髄×1:獄炎石×2,6,3,
